reviewContent,label,rating
"HD diterima dengan packing bubble bagus, hanya tidak tertulis, barang elektronik, atau keterangan lain, agar penanganan lebih hati-hati dan istimewa, ketika paket dalam perjalanan. Finally, 4bintang lhah...",positive,4
"Mantap gan Barang sampai dengan selamat , Packing rapi , pokok Mantap lah !",positive,5
Oke,positive,5
"Saya sangat puas dengan barang.nya, kualitas barang sangat membantu HD saya apabila jatuh dari atas, dan pengiriman rapi enggak ada lecet kasih bintang 5 :) Dan Saya sangat tidak puas dengan peng",positive,5
Barang diterima dengan kondisi yang baik tapi packagingnya kurang,positive,4
"Suka banget sama barangnya packing nya rapi, pokoknya recomended banget buat kalian yang mau beli tas hardisk dengan kulitas bagus ya di sini",positive,5
"Flashdisk orisinal, Packing bagus. Saya suka.Thx",positive,5
aman cepat pula,positive,5
Bagus orisinal kok cuma hanya saja 58 gb:( kalo 63 enggak apa-apa hilang 1 gb,positive,4
kapasitasy kurang bagus aturany kalau kosong enggak bnyak firus tapi nieh bnyak firus sangat kecewe,negative,1
"bagus banget kurir nya juga ramah, cakep pula wkwk. Ini 64gb tapi cuman 58 sekian gb tapi enggak apa-apa lah ya... Pokok nya recomended deh....",positive,5
produk deh sampai kemasan rapi pengiriman cepat barang  bagus pembayaran cod tidak perlu diragukan lagi !jempol_ke_atas!!jempol_ke_atas!,positive,5
barangnya bagus banget.. sesuai dengan gambar dan deskripsi.. pengiriman cepat.. bagus dan recomended banget..!jempol_ke_atas!,positive,5
"packing tanpa bubble warp. fisik no minus. Cuma 58 GB, bukan 64. ya lumayan",positive,5
barang ok .. packing Rapi .. Kurir nya Ramah .. Puas ..,positive,5
produk original mantap semoga awet,positive,5
baik. sesuai ekspektasi.,positive,5
!jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!,positive,5
Barang nya oke terima kasih,positive,5
Tumben ninja cepat pengirimannya,positive,5
barang asli dan original terimakasih maju terus toko jet store,positive,5
"Flashdisk nya bagus, sesuai picture, barang cepat sampai, kurir ramah",positive,5
oke... mudah-mudahan awet dan enggak crash belum sempat di coba,positive,5
kapasitas cumA 58 gb aja....  huft...,positive,5
katanya 64 GB nyatanya cuman 58 GB,positive,4
"thks ya barang sudah sampai,semoga cocok",positive,5
sip...thank lazada,positive,5
sudah di terima ...barang OK Moga awet...,positive,5
jos tenan,positive,5
"Ini orisinal, bagus tahan lama masih saya pakai",positive,5
kampret kagak kebaca!!,negative,1
barang bagus quick respon hari ini pesan besok sudah sampai,positive,5
brang cukup bagus,positive,5
Sip mantap,positive,5
bagus orisinal!,positive,5
real good,positive,5
bagus,positive,5
good,positive,5
"pengiriman sangat lama, tanggal 19 di pesan, tanggal 22 barang baru dikemas, tanggal 23 baru diambil ekspedisi, tanggal 25 baru sampai. Masih dijabotabek tapi lama.",negative,2
"barang tanpa kemasan, tanpa pelindung apapun, hanya dus tv saja, lihat dusnya sobek dikit sudah mulai curiga, kayaknya pecah ini, eeeeelllla pas dibuka pecah benaran, BAD SELLER, benar benar BAD SELLER MAU UNTUNG saja, tanpa peduli keadaan produk , kalo enggak ada untung n pelit pakingan ya jangan jualan ....barang sudah retur , mudah mudahan barangnya cepat di kirim lagi di",negative,1
"Barang diterima pada hari akhir yang dijadwalkan, yaitu malam hari. Kondisi barang terlindungi dengan packing bawaan unit.  Kualitas unit adalah kualitas Sharp. Semoga awet. Bila unit ini dikirim dari gudang Lazada di Bogor, mestinya bisa lebih cepat tiba, bukan pada hari akhir yang dijadwalkan karena alamat tujuan juga di Bogor.",positive,4
masukan saja.. kalo bisa packingnya jangan asal.. dikasih buble wrap minimal.. ini cuma dipacking pakai plastik biasa.. sempat khawatir pecah.. tapi untung enggak terjadi . ..,positive,4
pesanan sesuai dengan yang di gambar .....sekarang saya lagi coba semoga awet...,positive,4
Pengiriman tidak sesuai tanggal yang tertera,negative,2
sesuai... no tipu2,positive,5
barang ok packing rapi,positive,5
"Barangnya sampai dengan cepat, bagus, terimakasih lazada.",positive,5
"pengiriman cepat packirng rapi harga murah, fre ongkir",positive,5
mantap barang nya sesuai pesanan,positive,5
Jangan pernah beli disini..parah banget..barang belum sampai sudah 2 mi ggu alesan nya enggak jelas gangguan dl..,negative,1
hati hati ini tv enggak bisa pakai USB,negative,1
puas,positive,5
puas,positive,4
mantap,positive,5
mantap,positive,4
Sangat puas dengan produknya. Terimakasih..,negative,3
"Memuaskan, produk sesuai deskripsi, packing bagus, dan penerimaan produk cepat untuk saya yang berada di jakarta",positive,5
"Kenapa chargernya tidak lengkap....?? enggak bisa langsung dipakai buat charger..., kita harus mencari dan beli lagi sambungan buat chargernya.., tolong di bantu",negative,3
Ini spek ram.nya 2GB atau 4GB,negative,1
"GAN SAYA SARANKAN UNTUK LEBIH BERHATI-HATI DALAM MEMBELI, FLASHDISK YANG DIKIRIM KE SAYA ADALAH FLASHDISK REKONDISI (DAUR ULANG BEKAS).  JANGAN TERTIPU OLEH HARGA. MAS DOSA MAS BOHONG. DI FLASHDISKNYA ADA TULISAN NAMA ""ARYO"" YANG SENGAJA DIHAPUS tapi KURANG BERSIH. FILE YANG DIKIRIM KE FLASHDISK JUGA ERROR. MAKAN DUIT HARAM MAS. KENYANG tapi enggak BERKAH.",negative,1
"Barang cepat sampainya. Kualitas FD kurang bagus, file yang di copy sering corrupt.",negative,2
Palsu,negative,1
VERY GOOD,positive,5
"korup terus kalo di copy ke fd,mengecewakan",negative,1
"hardisknya keren, pelindungnya kokoh , sudah ada aplikasi transcend elitenya di dalam untuk enkripsi thanks seller and lazada",positive,5
"Sampainya agak lama tapi puas, packing rapi dan pas datang warnanya biru senang banget gan hehe. Top deh semoga awet barangnya",positive,4
"terima kasih Lazada & reseller, , barang sudah saya terima senin siang, penigiriman sesuai dengan yang di informasikan.",positive,5
sesuai spek yang saya mau.. jadi oke lah,positive,5
barangnya bagus.  rapi tidak mengecewakan.  akan tetapi bagus kalau ada Bonus pouch nya.  hehhe,positive,5
"barang sudah sampai gun,, masih segel dari pabriknya,, mangstab,,",positive,5
barang tlah diterima kondisi baik,positive,5
"Barang sesuai deskripsi,penjual ramah,respon cepat..",positive,5
"Packaging rapi, flashdiksnya orisinal, kapasitasnya sesuai dengan detail produk yang dicantumkan dan foto dengan barangnya sesuai + barangnya datang sesuai tepat waktu. terima kasih ya.. !wajah_memberikan_ciuman_jauh!",positive,5
"flashdisknya sudah diterima dengan baik. kapasitas total 58,544,586,752 bytes dengan FAT32. menjadi 62,885,724,160 bytes kalau diformat dengan exFAT. write speed 10MB/si dan read 30 mbak/si dengan port USB 2.0, belum dicoba dengan port usb 3.0.",positive,5
"Terima kasih, barang bagus dan respon penjual sangat baik.",positive,5
"Barang sudah diterima dengan baik. Packing rapi. tapi isinya cuma 58GB. Selebihnya, oke",positive,5
pas cocok buat anda semua. bagus. sesuai deskripsi.,positive,5
PUAS,positive,5
"flashdisk 64gb casing metal, bagus",positive,5
Sesuai deskripsi,positive,5
"barang deh sampai, terima kasih",positive,5
mantap barang enggak minus sama sekali,positive,5
"pengiriman cepat, packing cukup bagus",positive,5
Biarkan bintang yang berbicara ... !oke!!jempol_ke_atas!,positive,5
"Barangnya ok, cepat sampai",positive,5
"Pengirimannya cepat, produk baik",positive,5
Barang  sesuai dengan deskripsi dan berfungsi baik.,positive,5
"sampai cepat, barang sesuai.",positive,5
dikirim hari berikutnya dan barang mulus,positive,4
oke,positive,5
baik,positive,4
ram 8gb atau 4gb?,negative,2
"TV LED dengan pilihan input yang lengkap (HDMI, DV, VGA). Kami beli untuk keperluan kantor yang penggunaannya bisa multi-source. Panasonic satu-satunya merk yang menyediakan fasilitas ini (sepanjang pengetahuan kami). Kualitas gambar juga bagus, dengan bezel tipis yang memberikan kesan ""lega"" ... extra bracket memudahkan pemasangan di dinding. Bravo Panasonic!",positive,5
Cuma butuh waktu 12 jam unit tiba.. thks,positive,5
Mau cicilan bagaimana caranya6,negative,1
Nyicil dengan cara mudah prosesnya susah enggak,negative,3
pokoknya puas..,positive,5
"Puas banget pengiriman sesuai jadwal, barang bagus, packing rapi buat main game enak banget hihi, murah lagi, tenkyu lazada",positive,5
Saya igin pesan tapi packingnya kalo bisa harus rapi dan aman jadi barang terlindungi. Untuk saat ini bintang 3 nanti kalo barangnya sudah diterima dan bagis jadi 5 bintang,negative,3
"Saya kurang yakin produk ini genuine karena hologramnya pun tidak ada dan kartu garansinya pun tidak ada..hanya keterangan saja di dusnya bahwa barang ini Original Resmi Indonesia Bergaransi ..dengan diberi nomor telpon Service Centernya.... Memory yang tersedia ternyata juga tidak sampai 2 TB tetapi 1.81 TB  selisih 0.19 TB ...besar banget selisihnya..tidak mungkin juga terpakai untuk sistemnya sampai begitu banyak...tapi tidak begitu masalah...  Eksternal hardisk ini bekerja bagus, cepat dan  Hadiah hardcase cukup bagus  untuk melindungi barang  ini dari debu dan benturan. Sayangnya saat di registrasi ke Official Webnya WD ternyata Identification Numbernya tidak dikenal..tidak valid...alias barang ini bukan asli..alias kau.. Seller responsif sayangnya tidak memberitahu asli tidaknya barang ini. Pengiriman terhitung cepat..dalam 2 hari barang sudah di tangan.. mudah-mudahan saja barang ini awet wslaupun tidak original",negative,3
barang bagus peking rapi. gua rekomendasikan banget lah kalo barangnya.cuma sayang pengiriman lama kayak ampas jne dioper sana sini barang gua enggak enggak muncul2 harus di komplen dulu cs nya kali baru mengerti. mending buat pengiriman lain deh lbi bagus,negative,3
"Mantab, speed konsisten, total size asli 1.81gb, pas. Sejauh ini masih normal digunakan. Nice job seller n Lazada !jempol_ke_atas_warna_kulit_cerah!",positive,5
"barang belum terima....pihak lazada bilang sidah diterima. cek di JNE lhoksukon aceh utara barang tidak ada...ada masalah, petigasnya tidak ramah, dan tidak ada solusk. mana yang benar. email ke CS JNE sama CS Lazada tidak ada reapon. bagaimana nasih barang saya harga 1 juta an",negative,1
Smuanya mntap..,positive,5
"pengiriman cepat, hari ini kirin lusa sudah terima. packing rapi pakai bubble juga. kwalitas product oke. Tq.",positive,5
Saya rekomendasikan beli disini,positive,5
sudah sampai,positive,5
"warna sesuai pesanan, spek persis, ok deh",positive,5
"thanks, respon cepat Hd Ext 2TB sampai sesuai pesanan.",positive,4
"Original, Packing rapi.",positive,5
Barang good condition and delivery ok,positive,5
barang oke,positive,5
"Foto produk sesuai dengan asli. Warna birunya bagus. Saya pesan, dan bayar produk ini pada tanggal 21 Oktober 2018, dan produk ini datang pada tanggal 23 Oktober 2018 dalam kondisi baik, dan berfungsi untuk Macbook Pro saya meskipun saya harus format dahulu. Saya mendapat bonus poket untuk external HD saya ini. Mudah-mudahan produk ini awet. Terima kasih Lazada.",positive,4
"Packing rapi dan pengiriman tepat waktu. Sejauh ini berfungsi dengan baik, harapannya semoga awet nih barang!melipat_tangan!",positive,5
"Barangnya bagus, kecil/compaq, dan packing baik",positive,5
good Product with reasonable Price,positive,5
"Packing Rapi, kualitas oke, fitur2 persis seperti deskripsi, desain keren... cuma yang kurang puas di segi kecepatan transfer hanya mentok di 9-10 mbak/si",positive,5
"bagaimana nih lazada saya lihat iklannya flashdisk tapi yang dikirim kok malah flashdrive,,,,mohon penjelasannya,,barang sudah saya buka.....saya baru kali ini kecewa",negative,1
"semua yang di ulasan benar semua apa mereka kata, kapasitas terbaca 29.5GB karena terpakai sistem, pengiriman lebih cepat dari extimasi",positive,5
"barang sudah diterima, pengirimannya cepat, data yang terbaca 29.1GB (iya karena space 32GB tidak terbaca 32GB ful) terima kasih atas fast responnya, n barangnya orisinal.",positive,5
"Pengiriman cepat  , tapi tranfer failnya lemot",positive,5
flashdisknya bagus tapi jatuh sama teman akhirnya rusak untuk mengeluarkan nya,positive,4
"cepat sampai, barang asli, bagus lah. Thanks LAZADA",positive,5
BARANG CEPAT CUMA 2 HARI GARANSI RESMI mantab,positive,5
"cepat sampai 1 hari sudah sampai,, barang bagus enggak cepat panas walau di pakai lama,, pokoknya mantab",positive,4
Bagus. Packing rapi. Modelnya aku suka. Thanks lazada!,positive,5
"Barang bagus, pertahankan",positive,5
"Barangnya sudah saya terima , kondisi sangat baik  Trimakasih Lazada",positive,4
Produk oke dan Original by Datascrip tapi sayang kapasitas bersihnya 29GB,positive,4
"pengiriman cepat, barang bagus, transfer data lebih cepat daripada tipe Cruzer Switch",positive,5
produk mantap sesuai deskripsi,positive,5
Good,positive,5
produk sesuai pengiriman cepat,positive,5
Produk Bagus,positive,5
barang sangat bagus trimakasih,positive,5
Barang yang dikirim tidak seperti yang di gambar,negative,2
Barang yang sampai Cruzer yang biasa tidak sesuai di gambar tapi size-nya 64GB,positive,4
cukup bagus,positive,5
kenapa prosesnya lama? Apa gagal atau saya harus pesan lagi,negative,2
Barang saya kok enggak ada ya? Padahal saya mengasih alamatnya benar dan saya cek di situs jnenya alamat tujuannya kok salah? Mohon diperiksa kembali.. saya beli barang bebarengan dengan yang lain yang lainnya sudah sampai tapi beli di sini enggak ada barangnya sampai sekarang..,negative,1
kecewa alias barang aspal ya lumayan buat isi mp3 sih banyak lagunya,negative,3
"flashdisk 64gb tapi isi cuma 2gb,enggak bisa dipakai",negative,1
Tidak bisa berfungsi menyimpan data,negative,1
"Barang tidak pernah sampai yang hitam,yang putih enggak bisa dipakai",negative,1
"Pengiriman lama, warna yang datang putih bukan hitam",negative,1
"karena PESANAN tidak SESUAI DENGAN KIRIMANNYA ,dari WARNA SAJA SAYA PESAN HITAM DIKIRM PUTIH DAN TIDAK BISA DIPAKAI DI LABTOP ANAK SAYA . SEHARUSNYA TIDAH SEPERTI ITU ya",negative,1
"Flashdisk saat dicopy file yang kebaca setengah doang,  sudah mana beli 2, saya tertipu pantas enggak garansi, hati hati untuk yang mau beli",negative,1
"Ketika barang datang, masih di luar kota. 2 minggubkemudian baru cek barang. Dari awal muncul pertanyaan karena di pembungkusnya sendiri tulisannya toshiba kapasitas 8 GB, sedangkan di Flashdisk memang tertulis 64 GB. Setelah dicoba untuk kopi file, ternyata banyak yang failed. Dan yang berhasil dikopi ternyata juga tidak dapat dibuka. Sepertinya ini hanyalah produk gagal buatan OEM yang dibuat asal-asalan untuk dijual murah. Dan pihak toko terlanjur membeli dalam jumlah banyak kemudian berusaha menjual dengan segala cara.",negative,1
rusak enggak bisa dipakai !wajah_menangis! kapok,negative,1
enggak bisa dipakai...,negative,1
Barangnya lama sekali,negative,1
"produk jauh dari yang diharapkan, sangat kecewa.",negative,1
Kok dapat nya warna biru,negative,1
"Barang diterima cepat, seller n lazada pelayanan bagus.. kemasan rapi kasih plastik tebal lagi, good.. tvnya cakep sesuai gambar n speknya, display cukuplah sesuai.. sempat ada baut casing lepas dikencangkan ternyata bisa,,  recomended buat yang mencari.. :)",positive,5
Ini tv juga bisa jadi monitor pc kan?,positive,4
Boleh kredit bang,positive,5
1 HARI ORDER BESOK LANGSUNG SAMPAI FAST RESPON FAST SELLER,positive,5
biar bintang yang berbicara,positive,5
bagus barangnya!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!!bintang_medium_putih!,positive,5
Mantab.... Reseller nya... Pengiriman cepat dan pakingan ok... Thank'si... Reseller dan lazada... Sukses selalu.... Buat reseller dan lazada....,positive,5
"packing dan barangnya Ok, namun bonus pouch ukurannya terlalu kecil untuk tempat hardisk nya",positive,5
"Pengiriman cepat. Kualitas gambar bagus, terutama kualitas suaranya oke. DVB T2 berfungsi baik. Cuma remote ada yang error. Tombol source tidak fungsi, jadi kalau mau ganti ke usb, hdmi atau lainnya mesti pencet tombol fisik di tvnya. Sudah meminta ganti ke seller, malah disuruh contact Aquanya. Kata Aqua kalau remote rusak dan baru beli bisa meminta ganti ke tokonya. Ribet deh dipingpong...!wajah_bersungguh-sungguh!",negative,2
Ini layar sentuh bukan ya?,negative,3
Saya pesan uang sudah di transfer tapi barng tidak sampai,negative,1
"Bagi Yang Minat Order/Pesan Barang Kami,silakan ada WhatsAp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",positive,5
"Hi. Sist/Gan, Stocknya.. Masih Ready.? INFORMASI PRODUK KAMI.! silakan chat +ada: WhatsAp : 0852-5468-9727 √◎ Respon cepat, Aman & Terpercaya. √◎ Pengiriman VIA : JNE & TIKI. ,?SELLER Resmi LAZADA.! Terima Kasih.",positive,5
"Untuk info buat pelanggan setia kami di karenakan lazada slow respon cepat aman dan terpercaya,kami buka orderan pemesanan beli 1 garatis 1 melalui via whatsap/wa:085250720044",positive,5
"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan silakan ada WhatsAp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",positive,5
kalau cicilan bagaimana cranya ya,negative,1
Saya dari Sumba Timur-Waingapu...,positive,4
Cara.. Kredit nya bagaimana,positive,5
Bisa di cicil enggak,negative,3
Laptop nya bagus,positive,5
Tidak bisa di kurangi ya biar jadi 1.000000,negative,1
Ini berapa inci ya layarnya,negative,3
Ini bayar di tempat apa tidak?,negative,1
Bayar ditempat?,negative,3
Caranya bagaimana ya,negative,1
Rizi,positive,4
"Ditulis khusus jabodetabek,tapi tersedia diwilyah lampung... dibeli tapi dicancel karena diluar daerah. kalo enggak bisa harusnya dtulis tidak tersedia diwil.anda..",negative,1
bagaimana caranya kalau mau ikut kredit di lazada...??,negative,3
Bisa kiri. Ke kota blitar tidak?!,negative,1
kalau.di kirim ke karawang bisa enggak?,negative,2
Gambarnya tidak kelihatan,negative,2
"Terimakasih, barang nya memuaskan semoga awet juga",positive,5
Mantuul,positive,5
"terima kasih gan,tapi produk nya saya mesen yang 16GB datang nya malah yang 32GB,mungkin salah memasuki produk",positive,5
alhamdulillah ....puas.walau pengirimannya   hmpr malam...tapi semuanya ok.,positive,5
"Barangnya bagus,suara dan gambar jernih mudah mudahan awet,pengepakanya rapi,datang tepat waktu,kurirnya juga ramah.terima kasih Lazad",positive,5
"Barang cukup memuaskan, seller responsif,packing aman karena dari kayu ya.. tapi pengirimannya agak sedikit lama, tapi its ok, yang penting barang sudah sampai",positive,5
"Packing rapi dan aman banget barangnya, pengiriman cepat (hari ini order, besok langsung datang). pokoknya seller recommended, dari segi harga juga bersaing. :) ;) :di",positive,5
"TV nya sudah datang alhamdulillah, amin.",negative,1
produknya sesuai dengan gambar... puas banget,positive,5
"tv,a bagus banget, layar,a juga jernih banget",positive,5
"puas sama.produknya, bagus n berkualitas",positive,5
good job,positive,5
bagus...,positive,5
sip,positive,5
Aku puas banget sama layanan di Lazada. Pengirimannya cepat. Barangnya juga enggak lecet sedikit pun. Terimakasih Lazada....,positive,5
Min RAM nya memang segitu?,positive,5
barang asli dan sesuai,positive,5
"WD My Passport 4TB, harga paling murah dibanding tempat lain (sudah cek online dan offline), barang bagus (sudah di cek total kapasitas 3.64TB), original (bisa di-register ke web WD nya untuk garansi 3 tahun), diberi beberapa software utility fre diantaranya WD Security (untuk protect HD agar tidak bisa dibuka orang lain) dan ada bonus pouch, lumayan buat tempat HD nya. :)",positive,5
"Order Mi Notebook Air Gold 12.5 inch sampai sesuai harapan. Barangnya asli, packagingnya aman, bagus, sellernya informatif, cepat dikirimnya dan sudah ready terinstal dengan windows 10 english version. Terima kasih banyak seller :)",positive,5
"Pengiriman barang ternyata sangat cepat. Hari ke-2 barang sudah diterima dalam keadaan baik. Packing rapi dan setelah dicek, laptop bekerja sesuai harapan. Terima kasih atas layanannya yang sangat baik",positive,5
"Pengirimannya benar-benar top, packingnya rapi dan aman. Barangnya oke..Windowsnya sudah pakai Win 10 English version... Top deh...",positive,5
Lebih keren dari perkiraan awal.. Windows 10 sudah dikonfersi ke bahasa inggris.. Mantab..,positive,5
Gan kok enggak dapat di kirm ke NAD. Disitu tertulis barang ini tidak dapat di kirim ke lokasi anda,positive,5
"Mbak/ mas kabari ya barang kalau sudah ready stok, saya rencana mau order. Mkasih",positive,5
Pelayanannya baik,positive,5
Pengiriman cepat barang di terima dengan baik dan lengkap langsung coba... dapat bonus USB LED dl. Recommended Seller,positive,5
"Barang bagus, awet sampai sekarang",positive,5
"pemasangan anti virus oleh pihak WD secara online, dibantu memasang juga, mantap #Lazadaterpercaya",positive,5
"Pengiriman cepat sampai.  Produk bagus, sesuai gambar. terima kasih...",negative,3
"Saya kira antivirusnya ada kasetnya, eh ternyata cuma dikasih nomor serial disuruh download sendiri. Overal bagus lah, pengiriman cepat cuma 1 hari datang",positive,4
hrg bersaing bagus,positive,5
"bagus kok. cuma enggak pakai antivirusnya saja, ribet sih :di",positive,5
ntaps,positive,5
"Barang sudah diterima dan pengiriman lumayan cepat, tapi ada 2 hal yang harus penjual perhatikan: 1. di etalase tv dijual dengan bonus fre Braket, tapi yang datang cuma tv nya doang braketnya enggak ada, 2. ongkir tercantum Rp 200.000 saya kirim sesuai yang tercantum, tapi pas di cek di resi yang tercantum oleh ekspedisi Cobra ternyara cuma 75.000. tetap konsumen yang dirugikan. toko ini jadi catatan buat saya kecuali menylesaikannya",negative,2
"TV nya sudah seminggu belum sampai juga, Sepertinya harus meningkatkan pengiriman nya lebih diperhatikan supaya sampai sesuai estimasi, thanks",negative,3
"Ini bisa menonton, dengar music, lihat poto via usb enggak??",positive,5
sesuai pesanan.  bagus.  thanks gan,positive,5
Produk dengan pesanan no 3288859132 sudah diterima,positive,5
Ok sesuai sama deksripsi,positive,5
"alhamdulillah barang sampai dengan aman karena peking yang bagus.. semoga barang awet, selalu amanah dan lancar rejekinya amin !tangan_diangkat_dan_dirapatkan_bersama!",positive,5
"sesuai dengan pesanan, semoga awet ya",positive,5
"kualitas orisinal, kapasitas sesuao dengan dekripsinya",positive,5
barang bagus dengan harga ok,positive,5
Barang bagus dan berfungsi,positive,4
virus shortcut,negative,1
"packing ok, barang sesuai deskripsi.",positive,5
barangnya tiba dengan selamat & cepat. tapi kemasan otg nya enggak memuaskan.,negative,3
Siiplah pokoknya.. Thanks lazada,positive,5
"mudah-mudah n awet barang nya,,ada hologram nya",positive,5
"Suka banget barangx mulus lus lus and berfungsi dgan baik, thanks Lazada",positive,4
"Barang sampai sesuai pada waktu nya, packingan rapi. Terima kasih Lazada.",positive,5
mudah-mudahan awet amin,positive,4
warna tidak sesuai,positive,4
eliminasi 2 hari packing rapi tapi warna enggak sesuai yang di ingini tapi barang normal work,positive,4
Product oke sesuai destkripsi..dapat Tas backpack juga..recomend seller..good deh pkknya,positive,5
Laptop nya dikirim sangat top modal kaciwa,positive,5
Sesuai dengan keinginan dan kebutuhan,positive,5
"Paket sudah saya terima, terlambat sedikit pengirimannya tapi tidak apa apa. Thanks​ Lazada",positive,5
Respon cepat dan pengiriman cepat via go send,positive,5
"Flashdisk baru, waktu pas beli lagi diskon, packagingnya juga rapi sok far sok good",positive,5
"Barang cepat sampai, thanks",positive,5
"bareng sesuai , cuma delivery agak lama",positive,4
"Ok deh, mantap",positive,5
"flashdisk sandisk ok banget ada bonus lagi, terima kasih",positive,5
barangnya bagus untuk harga semurah ini,positive,5
Gan saya pesan warna biru kok yang datang warna merah?,negative,2
"8 hari baru sampai, sistemnya kosong root saja tampil jadi harus instal ulang,, packingan rapi dan tersegel",negative,3
Barang yang di kirim tidak sesuai dengan yang di tampilkan,negative,2
"Barang sudah sampai, untuk pengriman ke Kupang NT waktunya termasuk cepat, packing safe dan rapi. Barang sesuai gambar dan spek yang ditawarkan. tak lazada + kenkez",positive,5
Tengkyu.... Barangnya sampai tepat waktu.... Packing rapi dan savety banget .. Recommended seller,positive,5
"Terlambat satu hari, karena kurir sampai dikantor pada malam hari. jadi besoknya baru bisa saya terima. tapi barang saya terima dengan baik. Terima kasih",positive,4
Barang sesuai pemesanan. Pengiriman cepat(Jakarta),positive,5
"Harddisk berjalan dengan baik, kelengkapan juga oke",positive,5
"2bulan pakai crashed, padahal enggak pernah jatuh",negative,1
"Jum'at pesan besoknya nyampai,  Barang bagus, tidak ada cacatnya,  Terima kasih Lazada.",positive,5
"Maaf baru sempat review.  Secara umum cukup puas dengan layanan penjual. Packing bagus, rapi dan aman. Fisik barang sesuai gambar dan ulasan yang ada di website, hanya saya mis-informasi saja karena ternyata HD External WD ini enggak dapat sarungnya.  Overal, saya rekomendasi sellernya. Thanks dan tingkatkan selalu pelayanannya, Sukses!!",positive,5
mantap....,positive,5
"bagus, sesuai pesanan",positive,5
"Flashdisk nya lucu,, sesuai dengan gambar pokoknya suka",positive,5
Cukup memuaskan,negative,2
Sip,positive,4
"Diresponnya cepat, 2 hari datang, USB nya enggak mengecewakan, sama kayak yang digambar",positive,5
barang diantar dengan cepat dan sesuai dengan penjelasan yang ada. penjual merespondengan cepat.,positive,4
